Index,Latitude,Longitude,Sample Date,nir,green,swir16,swir22,NDMI,MNDWI,pet,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus
153,-29.7775,29.470833,14-02-2011,16079.5,9355,12341.5,9665.5,0.131522466,-0.13764893,138.3,9.45,41.2,10
154,-29.987778,29.851667,14-02-2011,19052.5,9616,14601,11173.5,0.132274503,-0.205847132,136,33.358,97.1,10
155,-29.744167,29.905833,14-02-2011,15146.5,9829.5,12551,9830.5,0.093708818,-0.121601394,141.6,19.682,67.8,10
156,-26.861111,28.884722,14-02-2011,17658.5,9550,13746.5,10574,0.124566152,-0.180134355,161,64.013,241,18
157,-26.45,28.085833,14-02-2011,15210,10720,17974,14201,-0.083293153,-0.252805465,162.5,135.21,642,80
158,-31.396,29.2651,14-02-2011,12488,11835.5,8894,8335,0.168085305,0.141899226,134.5,21.155,69.9,10
159,-25.20639,27.558,15-02-2011,14137.5,10466.5,10315.5,8536,0.156299841,0.007265903,170,109.812,519,57
160,-24.69514,27.40906,15-02-2011,15543,10647,11919.5,9642.5,0.131943559,-0.056388895,172.90001,130.318,527,112
161,-26.006389,29.253889,15-02-2011,,,,,,,152,98.186,572,10
162,-27.802778,28.768333,15-02-2011,12128.5,9803.5,9325,8486,0.130677978,0.02501503,159.1,62.998,153,10
163,-27.398611,26.614722,15-02-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165,191.90001,110.057,283.9,63
164,-27.671111,27.236944,15-02-2011,14887,10943,13522,11403,0.048048154,-0.1054159,182.90001,91.236,218.7,61
165,-29.160278,26.573333,15-02-2011,,,,,,,190.1,167.527,385,156
166,-30.568333,29.422778,15-02-2011,17023,9417,13069.5,10005.5,0.13137825,-0.162430792,137.7,49.85,122,14
167,-30.570833,29.150556,15-02-2011,,,,,,,138.90001,37.25,99.8,10
168,-33.38056,19.30167,15-02-2011,15820,10665.5,16377.5,13975,-0.017315009,-0.211219169,194.3,18.132,118.2,41
169,-33.31388889,19.07472222,15-02-2011,13162.5,9546.5,12786,10889,0.014509509,-0.145057651,205.90001,28.822,177.4,22
170,-27.495556,26.074722,15-02-2011,17937.5,11044.5,18143.5,14152.5,-0.005709376,-0.24321639,194.2,145.379,373,163
171,-25.436111,31.982222,16-02-2011,,,,,,,148.90001,74.369,226.2,10
172,-24.39619444,27.08983333,16-02-2011,,,,,,,169.2,233.162,535,145
173,-25.67386,31.57527,16-02-2011,17360.5,9328,12598.5,9475,0.158950566,-0.149157412,154.8,36.36,117.2,22
174,-30.733889,29.828333,16-02-2011,16068,9712.5,14358,11011,0.056201933,-0.192995575,132.40001,27.45,84.6,10
175,-30.398056,30.601944,16-02-2011,17011,9213.5,12459.5,9742.5,0.154442578,-0.149771605,134.7,36.467,233.3,10
176,-27.273889,28.49,16-02-2011,12333,9060,9264.5,8181,0.142076629,-0.011159923,164.3,86.062,180.1,14
177,-27.3,28.586944,16-02-2011,14954,9636,14753,11537.5,0.006766082,-0.2098077,163.40001,80.576,159.4,15
178,-27.044444,27.005,16-02-2011,17418.5,9908,13987,10115,0.109264301,-0.170705168,178.7,93.716,233.7,32
179,-30.86013889,29.07125,16-02-2011,14558,10724.5,11450,10000.5,0.119501692,-0.032717761,140.6,43.627,110.7,10
180,-30.77586667,29.03221667,16-02-2011,,,,,,,141.5,45.391,100.9,10
181,-33.13083,18.86278,16-02-2011,15187,11456.5,14527,12799,0.022211752,-0.118171147,207.1,11.685,106.8,42
182,-24.925278,29.324444,17-02-2011,13185,9112,13904.5,11277,-0.026560106,-0.20822019,162.40001,122,109.1,37
183,-27.00222,28.76528,17-02-2011,13724,9691,13005.5,10754.5,0.026880413,-0.146035732,161.6,100.355,228.5,36
184,-27.02314,28.59389,17-02-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228,163.1,96.161,229.9,57
185,-22.43772222,31.07805556,18-02-2011,13383.5,9030,12118,10110.5,0.049624532,-0.146018536,172,19.62,84,10
186,-29.803611,30.516111,18-02-2011,15906,9643,14471,11037,0.047239688,-0.200215642,134.2,106.779,414,12
187,-25.99136,27.84208,21-02-2011,18631.5,11771.5,16495,12815,0.060823025,-0.167105938,161.1,109.973,373,10
188,-26.861111,28.884722,21-02-2011,17658.5,9550,13746.5,10574,0.124566152,-0.180134355,161,93.973,327.1,18
189,-26.73806,27.59194,21-02-2011,9089.5,9167,7963,7740,0.066060695,0.070286048,168.1,82.028,284,180
190,-26.45,28.085833,21-02-2011,15210,10720,17974,14201,-0.083293153,-0.252805465,162.5,134.233,623,80
191,-27.01011111,26.69808333,22-02-2011,12433.5,10433.5,9579.5,8531.5,0.129650661,0.042672263,183.5,103,318.8,15
192,-27.169444,29.233889,22-02-2011,6219,4774,5600.5,4803,0.052328779,-0.07966649,157.3,129.062,266.9,56
193,-26.98472222,26.63227778,22-02-2011,13683,10207,14011.5,11850.5,-0.011861561,-0.157090654,181.40001,241,216.8,135
194,-27.398611,26.614722,22-02-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165,191.90001,77.1,392,31
195,-29.160278,26.573333,22-02-2011,,,,,,,190.1,91.397,201.5,153
196,-33.818056,19.694722,22-02-2011,13785,9684,14045.5,11787,-0.009360234,-0.183800754,201.8,13.801,159.6,17
197,-25.81048333,27.90955222,23-02-2011,16870.5,9753,13408,10257,0.11435507,-0.157808385,164.1,109.253,453,10
198,-29.641944,30.6875,23-02-2011,14678,9601,12867,10208,0.06574696,-0.145362293,139.7,61.002,295,42
199,-34.065833,20.404167,23-02-2011,13912,8344,10705,8910,0.130275826,-0.123943514,179.3,41.761,465,10
200,-33.980556,21.653333,23-02-2011,11814,10721,10788,9878,0.045394213,-0.003114975,164.5,143.799,721,103
201,-22.769722,30.886944,23-02-2011,15026,9241,13124,10324,0.067566607,-0.173619495,159.8,39.929,109.1,10
202,-27.00222,28.76528,23-02-2011,13724,9691,13005.5,10754.5,0.026880413,-0.146035732,161.6,124.35,259.4,14
203,-27.02314,28.59389,23-02-2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228,163.1,102,400,12
204,-27.38972222,26.46388889,23-02-2011,11481,11597,8583,8196.5,0.144437799,0.149355798,193.3,102.164,320.5,147
205,-27.398611,26.614722,23-02-2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165,191.90001,69.128,174.2,86
206,-27.671111,27.236944,23-02-2011,14887,10943,13522,11403,0.048048154,-0.1054159,182.90001,74.84,170.8,37
207,-27.356667,27.286389,23-02-2011,16828.5,9502.5,12665.5,9643,0.141147352,-0.142683147,182.40001,110.394,213.3,59
208,-33.897778,20.012778,23-02-2011,14549,9048,10812,9109,0.147352234,-0.088821752,196.1,109.34,1337,20
209,-23.763056,27.908611,24-02-2011,,,,,,,156.3,5,55.5,10
210,-23.23572222,27.717,24-02-2011,12384,10024,10676.5,9671,0.074044362,-0.031520978,162,13.483,56.8,10
211,-28.44555556,32.325,24-02-2011,8627,10515,7626,7476,0.06158863,0.159252522,144.8,78.91,261.9,10
212,-30.679722,26.7125,24-02-2011,11093,9954,7819,7634,0.173117597,0.120126034,180.90001,103.657,208.2,10
213,-30.160091,27.40124,24-02-2011,14141.5,10077,12302,10587,0.069563409,-0.099423567,171.3,68.364,148.7,10
214,-30.336111,27.359444,24-02-2011,12158,9792,7909,7766,0.211740669,0.106378171,171.90001,69.862,142.8,10
215,-28.460833,21.248889,24-02-2011,13248,11215.5,10636.5,9105.5,0.109338692,0.026496431,244.7,74.128,637,10
216,-22.91028,29.61111,25-02-2011,,,,,,,151.90001,55.46,149.1,10
217,-28.760833,17.730278,27-02-2011,11190,11426,7687.5,7645,0.185538339,0.195594737,257.5,82.688,225.3,31
218,-24.183889,30.823889,1/3/2011,12975,9423,12192,10273.5,0.031112171,-0.128105482,152.3,104.189,323.4,10
219,-27.398611,26.614722,1/3/2011,15515.5,10247,12823,10403.5,0.095012086,-0.111660165,191.90001,84.527,214.3,125
220,-27.671111,27.236944,1/3/2011,14887,10943,13522,11403,0.048048154,-0.1054159,182.90001,78.935,187.5,32
221,-29.160278,26.573333,1/3/2011,,,,,,,190.1,106.253,255.6,153
222,-27.495556,26.074722,1/3/2011,17937.5,11044.5,18143.5,14152.5,-0.005709376,-0.24321639,194.2,127.973,320.4,77
223,-23.658056,31.05,2/3/2011,13467,10056.5,14670.5,12154.5,-0.042772101,-0.186597646,156.40001,59.599,194.7,10
224,-26.648056,27.089444,2/3/2011,8205.5,4870,6161,4771,0.142310236,-0.117033814,170.90001,236.859,543,10
225,-27.802778,28.768333,2/3/2011,12113.5,9611,11318.5,9288,0.033927962,-0.081583411,159.1,68.43,160.2,10
226,-24.679167,30.8025,3/3/2011,12245,9505.5,14908.5,13718,-0.098090486,-0.221307447,143.3,57.373,160.4,10
227,-27.273889,28.49,3/3/2011,12333,9060,9264.5,8181,0.142076629,-0.011159923,164.3,84.444,179,10
228,-27.3,28.586944,3/3/2011,14954,9636,14753,11537.5,0.006766082,-0.2098077,163.40001,82.83,189.3,10
229,-30.679722,26.7125,3/3/2011,11093,9954,7819,7634,0.173117597,0.120126034,180.90001,63.386,157.2,10
230,-27.02314,28.59389,4/3/2011,11490.5,9969.5,10372.5,9135,0.051136624,-0.019811228,163.1,124.63,276.5,10
231,-25.99136,27.84208,7/3/2011,,,,,,,161.1,107.506,322.4,64
232,-31.554722,29.245556,7/3/2011,19619,9449,13890,10042,0.170968993,-0.19028236,123.700005,101.407,264,10
